dateid,day,month,year
2136,5,9,2020
12519,13,9,2024
6218,5,9,2020
5465,5,9,2020
9344,13,9,2024
9630,13,9,2024
6630,13,9,2024
5043,5,9,2020
8765,13,9,2024
5353,5,9,2020
10558,13,9,2024
12906,13,9,2024
11368,13,9,2024
9115,13,9,2024
6005,5,9,2020
11906,13,9,2024
6934,13,9,2024
11740,13,9,2024
10703,13,9,2024
2433,5,9,2020
9828,13,9,2024
4875,5,9,2020
11832,13,9,2024
8484,13,9,2024
10559,13,9,2024
11536,13,9,2024
8378,13,9,2024
224,5,9,2020
7188,13,9,2024
7846,13,9,2024
681,5,9,2020
12521,13,9,2024
2546,5,9,2020
8872,13,9,2024
5648,5,9,2020
12973,13,9,2024
10413,13,9,2024
2171,5,9,2020
10978,13,9,2024
11556,13,9,2024
6805,13,9,2024
10687,13,9,2024
12878,13,9,2024
2668,5,9,2020
4326,5,9,2020
12422,13,9,2024
11287,13,9,2024
7674,13,9,2024
11985,13,9,2024
12334,13,9,2024
8078,13,9,2024
5758,5,9,2020
592,5,9,2020
1002,5,9,2020
12677,13,9,2024
9814,13,9,2024
6747,13,9,2024
5756,5,9,2020
3186,5,9,2020
2670,5,9,2020
12960,13,9,2024
9806,13,9,2024
9797,13,9,2024
10588,13,9,2024
5379,5,9,2020
5625,5,9,2020
11734,13,9,2024
5577,5,9,2020
1611,5,9,2020
12381,13,9,2024
10488,13,9,2024
7357,13,9,2024
10807,13,9,2024
6797,13,9,2024
11059,13,9,2024
11425,13,9,2024
9082,13,9,2024
10582,13,9,2024
6256,5,9,2020
6791,13,9,2024
10550,13,9,2024
9544,13,9,2024
3360,5,9,2020
413,5,9,2020
8542,13,9,2024
4707,5,9,2020
2794,5,9,2020
10297,13,9,2024
8414,13,9,2024
4558,5,9,2020
7664,13,9,2024
6710,13,9,2024
1462,5,9,2020
431,5,9,2020
2735,5,9,2020
9827,13,9,2024
6824,13,9,2024
10734,13,9,2024
9742,13,9,2024
12814,13,9,2024
2971,5,9,2020
10480,13,9,2024
11258,13,9,2024
4882,5,9,2020
379,5,9,2020
3865,5,9,2020
694,5,9,2020
2748,5,9,2020
9150,13,9,2024
5046,5,9,2020
5156,5,9,2020
10327,13,9,2024
5258,5,9,2020
7781,13,9,2024
7680,13,9,2024
12199,13,9,2024
3117,5,9,2020
11255,13,9,2024
7408,13,9,2024
12459,13,9,2024
7662,13,9,2024
1054,5,9,2020
10600,13,9,2024
7095,13,9,2024
12948,13,9,2024
11799,13,9,2024
2190,5,9,2020
9617,13,9,2024
6840,13,9,2024
11663,13,9,2024
12293,13,9,2024
7259,13,9,2024
8968,13,9,2024
3378,5,9,2020
6564,13,9,2024
4263,5,9,2020
2438,5,9,2020
2585,5,9,2020
2270,5,9,2020
11207,13,9,2024
1222,5,9,2020
7345,13,9,2024
8264,13,9,2024
451,5,9,2020
5464,5,9,2020
11119,13,9,2024
5519,5,9,2020
10354,13,9,2024
8019,13,9,2024
4214,5,9,2020
5805,5,9,2020
2658,5,9,2020
11029,13,9,2024
10873,13,9,2024
11969,13,9,2024
9281,13,9,2024
1738,5,9,2020
5958,5,9,2020
10938,13,9,2024
1748,5,9,2020
9104,13,9,2024
381,5,9,2020
3890,5,9,2020
11513,13,9,2024
10999,13,9,2024
4745,5,9,2020
11312,13,9,2024
11004,13,9,2024
2312,5,9,2020
3379,5,9,2020
1412,5,9,2020
9685,13,9,2024
2234,5,9,2020
5183,5,9,2020
5257,5,9,2020
2346,5,9,2020
10509,13,9,2024
10151,13,9,2024
7563,13,9,2024
3318,5,9,2020
1484,5,9,2020
147,5,9,2020
1116,5,9,2020
5509,5,9,2020
2571,5,9,2020
4105,5,9,2020
644,5,9,2020
6632,13,9,2024
1410,5,9,2020
553,5,9,2020
2556,5,9,2020
1515,5,9,2020
7261,13,9,2024
11096,13,9,2024
3340,5,9,2020
3931,5,9,2020
6858,13,9,2024
12734,13,9,2024
4529,5,9,2020
4041,5,9,2020
7715,13,9,2024
2124,5,9,2020
254,5,9,2020
7743,13,9,2024
1514,5,9,2020
4431,5,9,2020
3274,5,9,2020
680,5,9,2020
8027,13,9,2024
11154,13,9,2024
10643,13,9,2024
8998,13,9,2024
9764,13,9,2024
11034,13,9,2024
9865,13,9,2024
945,5,9,2020
8434,13,9,2024
1417,5,9,2020
2259,5,9,2020
1009,5,9,2020
9546,13,9,2024
3110,5,9,2020
10463,13,9,2024
389,5,9,2020
8471,13,9,2024
2814,5,9,2020
923,5,9,2020
4830,5,9,2020
6955,13,9,2024
3049,5,9,2020
6601,13,9,2024
3255,5,9,2020
10963,13,9,2024
5628,5,9,2020
6138,5,9,2020
12685,13,9,2024
5120,5,9,2020
12172,13,9,2024
4878,5,9,2020
1103,5,9,2020
4197,5,9,2020
7651,13,9,2024
6330,5,9,2020
6863,13,9,2024
4906,5,9,2020
4800,5,9,2020
10296,13,9,2024
641,5,9,2020
937,5,9,2020
9745,13,9,2024
9218,13,9,2024
7652,13,9,2024
4650,5,9,2020
10642,13,9,2024
7721,13,9,2024
3508,5,9,2020
6037,5,9,2020
3650,5,9,2020
11523,13,9,2024
7086,13,9,2024
1008,5,9,2020
5729,5,9,2020
10710,13,9,2024
4152,5,9,2020
2317,5,9,2020
6633,13,9,2024
2033,5,9,2020
3699,5,9,2020
1533,5,9,2020
10904,13,9,2024
6723,13,9,2024
11616,13,9,2024
7203,13,9,2024
5803,5,9,2020
12665,13,9,2024
5357,5,9,2020
12062,13,9,2024
573,5,9,2020
2917,5,9,2020
10245,13,9,2024
9245,13,9,2024
7859,13,9,2024
6000,5,9,2020
344,5,9,2020
11582,13,9,2024
9601,13,9,2024
9020,13,9,2024
2672,5,9,2020
11990,13,9,2024
8031,13,9,2024
5693,5,9,2020
12650,13,9,2024
3740,5,9,2020
3991,5,9,2020
6022,5,9,2020
11569,13,9,2024
9798,13,9,2024
5004,5,9,2020
1754,5,9,2020
12715,13,9,2024
5383,5,9,2020
4877,5,9,2020
11877,13,9,2024
3505,5,9,2020
9931,13,9,2024
11886,13,9,2024
6202,5,9,2020
11464,13,9,2024
7331,13,9,2024
2158,5,9,2020
10371,13,9,2024
10446,13,9,2024
9372,13,9,2024
628,5,9,2020
2071,5,9,2020
10089,13,9,2024
5081,5,9,2020
6078,5,9,2020
7463,13,9,2024
8236,13,9,2024
7825,13,9,2024
8838,13,9,2024
2818,5,9,2020
1733,5,9,2020
6466,5,9,2020
3386,5,9,2020
96,5,9,2020
2628,5,9,2020
12194,13,9,2024
9728,13,9,2024
5841,5,9,2020
12872,13,9,2024
6554,13,9,2024
10883,13,9,2024
10726,13,9,2024
4491,5,9,2020
3795,5,9,2020
11748,13,9,2024
6322,5,9,2020
1442,5,9,2020
4913,5,9,2020
3315,5,9,2020
1398,5,9,2020
9444,13,9,2024
6252,5,9,2020
1048,5,9,2020
12424,13,9,2024
4272,5,9,2020
3744,5,9,2020
9856,13,9,2024
7034,13,9,2024
2391,5,9,2020
9157,13,9,2024
8754,13,9,2024
4501,5,9,2020
10216,13,9,2024
10684,13,9,2024
2579,5,9,2020
1307,5,9,2020
9908,13,9,2024
1525,5,9,2020
8644,13,9,2024
1236,5,9,2020
7434,13,9,2024
3905,5,9,2020
3514,5,9,2020
3232,5,9,2020
12289,13,9,2024
12927,13,9,2024
12834,13,9,2024
8616,13,9,2024
7981,13,9,2024
3392,5,9,2020
1830,5,9,2020
302,5,9,2020
7637,13,9,2024
7998,13,9,2024
2418,5,9,2020
575,5,9,2020
11304,13,9,2024
7774,13,9,2024
9043,13,9,2024
1172,5,9,2020
3002,5,9,2020
7918,13,9,2024
6713,13,9,2024
1318,5,9,2020
8924,13,9,2024
3771,5,9,2020
4863,5,9,2020
4645,5,9,2020
8602,13,9,2024
10300,13,9,2024
7242,13,9,2024
7197,13,9,2024
5113,5,9,2020
12902,13,9,2024
7336,13,9,2024
5626,5,9,2020
4677,5,9,2020
3886,5,9,2020
12616,13,9,2024
11216,13,9,2024
3573,5,9,2020
12343,13,9,2024
7106,13,9,2024
4014,5,9,2020
8191,13,9,2024
12491,13,9,2024
8958,13,9,2024
6981,13,9,2024
7593,13,9,2024
12653,13,9,2024
5612,5,9,2020
1029,5,9,2020
8334,13,9,2024
5489,5,9,2020
1732,5,9,2020
11933,13,9,2024
10412,13,9,2024
6683,13,9,2024
7117,13,9,2024
11869,13,9,2024
12669,13,9,2024
3733,5,9,2020
12322,13,9,2024
4314,5,9,2020
9471,13,9,2024
9118,13,9,2024
8223,13,9,2024
12652,13,9,2024
8338,13,9,2024
3106,5,9,2020
6465,5,9,2020
5447,5,9,2020
12560,13,9,2024
621,5,9,2020
679,5,9,2020
3606,5,9,2020
3849,5,9,2020
7887,13,9,2024
2105,5,9,2020
1486,5,9,2020
12707,13,9,2024
11356,13,9,2024
6902,13,9,2024
3622,5,9,2020
7323,13,9,2024
8578,13,9,2024
5897,5,9,2020
10906,13,9,2024
10788,13,9,2024
6142,5,9,2020
977,5,9,2020
8910,13,9,2024
8145,13,9,2024
1516,5,9,2020
11530,13,9,2024
13014,13,9,2024
6745,13,9,2024
2076,5,9,2020
1015,5,9,2020
11203,13,9,2024
4787,5,9,2020
8103,13,9,2024
4273,5,9,2020
3813,5,9,2020
8658,13,9,2024
6157,5,9,2020
6407,5,9,2020
1021,5,9,2020
4223,5,9,2020
12304,13,9,2024
10330,13,9,2024
1686,5,9,2020
7573,13,9,2024
8683,13,9,2024
2853,5,9,2020
12429,13,9,2024
2896,5,9,2020
9110,13,9,2024
11156,13,9,2024
7430,13,9,2024
8753,13,9,2024
12876,13,9,2024
5607,5,9,2020
2838,5,9,2020
10187,13,9,2024
12666,13,9,2024
4713,5,9,2020
8544,13,9,2024
8044,13,9,2024
4468,5,9,2020
9586,13,9,2024
11057,13,9,2024
11237,13,9,2024
9232,13,9,2024
7110,13,9,2024
11294,13,9,2024
9916,13,9,2024
3194,5,9,2020
6575,13,9,2024
2769,5,9,2020
10236,13,9,2024
1316,5,9,2020
9419,13,9,2024
2671,5,9,2020
12779,13,9,2024
744,5,9,2020
3089,5,9,2020
7580,13,9,2024
7570,13,9,2024
6821,13,9,2024
8008,13,9,2024
12447,13,9,2024
3472,5,9,2020
403,5,9,2020
755,5,9,2020
2492,5,9,2020
11971,13,9,2024
647,5,9,2020
284,5,9,2020
9307,13,9,2024
2946,5,9,2020
12783,13,9,2024
6269,5,9,2020
7312,13,9,2024
6516,13,9,2024
4025,5,9,2020
12082,13,9,2024
9999,13,9,2024
3412,5,9,2020
13019,13,9,2024
12060,13,9,2024
5866,5,9,2020
481,5,9,2020
5778,5,9,2020
8226,13,9,2024
11965,13,9,2024
7415,13,9,2024
10070,13,9,2024
6993,13,9,2024
6493,5,9,2020
710,5,9,2020
9180,13,9,2024
12794,13,9,2024
10744,13,9,2024
2521,5,9,2020
10023,13,9,2024
12015,13,9,2024
5853,5,9,2020
175,5,9,2020
7444,13,9,2024
7059,13,9,2024
8811,13,9,2024
1541,5,9,2020
2914,5,9,2020
4069,5,9,2020
12410,13,9,2024
8069,13,9,2024
956,5,9,2020
9583,13,9,2024
11626,13,9,2024
10674,13,9,2024
10966,13,9,2024
2462,5,9,2020
6320,5,9,2020
5084,5,9,2020
1120,5,9,2020
6280,5,9,2020
7156,13,9,2024
985,5,9,2020
3887,5,9,2020
2984,5,9,2020
4616,5,9,2020
3377,5,9,2020
2376,5,9,2020
6295,5,9,2020
6977,13,9,2024
9072,13,9,2024
5886,5,9,2020
1315,5,9,2020
907,5,9,2020
7107,13,9,2024
11179,13,9,2024
9837,13,9,2024
2759,5,9,2020
2263,5,9,2020
4036,5,9,2020
3989,5,9,2020
9213,13,9,2024
12607,13,9,2024
7784,13,9,2024
11976,13,9,2024
10252,13,9,2024
7692,13,9,2024
84,5,9,2020
3961,5,9,2020
3497,5,9,2020
2712,5,9,2020
7246,13,9,2024
5557,5,9,2020
2497,5,9,2020
9326,13,9,2024
11729,13,9,2024
11342,13,9,2024
10177,13,9,2024
1503,5,9,2020
6512,13,9,2024
8060,13,9,2024
1799,5,9,2020
11770,13,9,2024
1153,5,9,2020
8904,13,9,2024
3855,5,9,2020
9479,13,9,2024
8855,13,9,2024
2151,5,9,2020
472,5,9,2020
8617,13,9,2024
8832,13,9,2024
10866,13,9,2024
973,5,9,2020
9532,13,9,2024
10756,13,9,2024
11679,13,9,2024
10276,13,9,2024
2475,5,9,2020
16,5,9,2020
7640,13,9,2024
9815,13,9,2024
9379,13,9,2024
2742,5,9,2020
28,5,9,2020
10630,13,9,2024
6163,5,9,2020
1877,5,9,2020
12635,13,9,2024
5047,5,9,2020
1476,5,9,2020
1322,5,9,2020
10211,13,9,2024
6576,13,9,2024
12672,13,9,2024
11880,13,9,2024
10155,13,9,2024
6062,5,9,2020
10809,13,9,2024
332,5,9,2020
850,5,9,2020
6204,5,9,2020
701,5,9,2020
9909,13,9,2024
337,5,9,2020
3973,5,9,2020
517,5,9,2020
6895,13,9,2024
12752,13,9,2024
12085,13,9,2024
9504,13,9,2024
12556,13,9,2024
5008,5,9,2020
4413,5,9,2020
11354,13,9,2024
6200,5,9,2020
10230,13,9,2024
4250,5,9,2020
12296,13,9,2024
3327,5,9,2020
11477,13,9,2024
574,5,9,2020
2431,5,9,2020
1422,5,9,2020
9164,13,9,2024
1612,5,9,2020
8739,13,9,2024
7670,13,9,2024
2513,5,9,2020
1924,5,9,2020
12350,13,9,2024
6890,13,9,2024
2320,5,9,2020
12744,13,9,2024
9645,13,9,2024
5406,5,9,2020
8508,13,9,2024
3953,5,9,2020
4147,5,9,2020
2539,5,9,2020
6965,13,9,2024
3250,5,9,2020
11529,13,9,2024
6664,13,9,2024
10122,13,9,2024
6774,13,9,2024
7506,13,9,2024
140,5,9,2020
10976,13,9,2024
10617,13,9,2024
10388,13,9,2024
6921,13,9,2024
8063,13,9,2024
11349,13,9,2024
11177,13,9,2024
2051,5,9,2020
11025,13,9,2024
2611,5,9,2020
12597,13,9,2024
10006,13,9,2024
1716,5,9,2020
1381,5,9,2020
9160,13,9,2024
10524,13,9,2024
12390,13,9,2024
938,5,9,2020
4956,5,9,2020
12795,13,9,2024
4948,5,9,2020
6988,13,9,2024
4352,5,9,2020
8384,13,9,2024
6001,5,9,2020
8866,13,9,2024
990,5,9,2020
10483,13,9,2024
10235,13,9,2024
8949,13,9,2024
2052,5,9,2020
8621,13,9,2024
9796,13,9,2024
3880,5,9,2020
11231,13,9,2024
10189,13,9,2024
11769,13,9,2024
11371,13,9,2024
9442,13,9,2024
409,5,9,2020
12148,13,9,2024
12899,13,9,2024
12252,13,9,2024
11812,13,9,2024
12580,13,9,2024
12646,13,9,2024
6687,13,9,2024
11540,13,9,2024
2293,5,9,2020
1344,5,9,2020
1907,5,9,2020
7905,13,9,2024
3578,5,9,2020
11514,13,9,2024
3613,5,9,2020
7358,13,9,2024
6328,5,9,2020
10837,13,9,2024
7851,13,9,2024
8366,13,9,2024
13010,13,9,2024
10521,13,9,2024
2889,5,9,2020
795,5,9,2020
261,5,9,2020
1763,5,9,2020
6462,5,9,2020
11013,13,9,2024
2796,5,9,2020
7014,13,9,2024
9503,13,9,2024
11893,13,9,2024
13005,13,9,2024
11445,13,9,2024
10113,13,9,2024
7098,13,9,2024
1775,5,9,2020
10835,13,9,2024
6431,5,9,2020
12569,13,9,2024
4599,5,9,2020
3910,5,9,2020
9414,13,9,2024
11552,13,9,2024
11153,13,9,2024
963,5,9,2020
8824,13,9,2024
6285,5,9,2020
5567,5,9,2020
1879,5,9,2020
1809,5,9,2020
6771,13,9,2024
1597,5,9,2020
2650,5,9,2020
10062,13,9,2024
2077,5,9,2020
749,5,9,2020
7683,13,9,2024
4220,5,9,2020
5336,5,9,2020
8551,13,9,2024
1004,5,9,2020
1454,5,9,2020
5689,5,9,2020
468,5,9,2020
9893,13,9,2024
4843,5,9,2020
3646,5,9,2020
6023,5,9,2020
4222,5,9,2020
9628,13,9,2024
8355,13,9,2024
1227,5,9,2020
8760,13,9,2024
2770,5,9,2020
11303,13,9,2024
12248,13,9,2024
10791,13,9,2024
12674,13,9,2024
10640,13,9,2024
9523,13,9,2024
7017,13,9,2024
7327,13,9,2024
5306,5,9,2020
9275,13,9,2024
7487,13,9,2024
4670,5,9,2020
2589,5,9,2020
12717,13,9,2024
9215,13,9,2024
8345,13,9,2024
12708,13,9,2024
10787,13,9,2024
9385,13,9,2024
2254,5,9,2020
1024,5,9,2020
5806,5,9,2020
6524,13,9,2024
9986,13,9,2024
11831,13,9,2024
6141,5,9,2020
11555,13,9,2024
12080,13,9,2024
3531,5,9,2020
855,5,9,2020
12357,13,9,2024
10519,13,9,2024
7248,13,9,2024
5420,5,9,2020
6556,13,9,2024
1857,5,9,2020
5147,5,9,2020
3753,5,9,2020
11911,13,9,2024
12738,13,9,2024
8524,13,9,2024
12676,13,9,2024
7191,13,9,2024
6637,13,9,2024
4341,5,9,2020
11542,13,9,2024
8286,13,9,2024
4701,5,9,2020
9499,13,9,2024
4573,5,9,2020
40,5,9,2020
5366,5,9,2020
1288,5,9,2020
8076,13,9,2024
9876,13,9,2024
8587,13,9,2024
10497,13,9,2024
11771,13,9,2024
1127,5,9,2020
3649,5,9,2020
2323,5,9,2020
8324,13,9,2024
9731,13,9,2024
1986,5,9,2020
11360,13,9,2024
2359,5,9,2020
987,5,9,2020
3502,5,9,2020
7262,13,9,2024
5444,5,9,2020
9109,13,9,2024
6764,13,9,2024
1680,5,9,2020
257,5,9,2020
8885,13,9,2024
10606,13,9,2024
3923,5,9,2020
12402,13,9,2024
7669,13,9,2024
2011,5,9,2020
4534,5,9,2020
5001,5,9,2020
4131,5,9,2020
2690,5,9,2020
8687,13,9,2024
7806,13,9,2024
6566,13,9,2024
2616,5,9,2020
12889,13,9,2024
9679,13,9,2024
5002,5,9,2020
3196,5,9,2020
1095,5,9,2020
2202,5,9,2020
1498,5,9,2020
10031,13,9,2024
7809,13,9,2024
10454,13,9,2024
11195,13,9,2024
5325,5,9,2020
6833,13,9,2024
327,5,9,2020
1359,5,9,2020
11470,13,9,2024
1252,5,9,2020
322,5,9,2020
10399,13,9,2024
4994,5,9,2020
9705,13,9,2024
10607,13,9,2024
10494,13,9,2024
582,5,9,2020
10871,13,9,2024
11279,13,9,2024
5404,5,9,2020
8485,13,9,2024
5474,5,9,2020
10511,13,9,2024
3635,5,9,2020
10284,13,9,2024
978,5,9,2020
11532,13,9,2024
8119,13,9,2024
5711,5,9,2020
5926,5,9,2020
12279,13,9,2024
3895,5,9,2020
5898,5,9,2020
8111,13,9,2024
250,5,9,2020
2738,5,9,2020
11299,13,9,2024
7778,13,9,2024
12126,13,9,2024
11948,13,9,2024
4876,5,9,2020
10718,13,9,2024
10760,13,9,2024
8744,13,9,2024
12427,13,9,2024
1286,5,9,2020
486,5,9,2020
11817,13,9,2024
3244,5,9,2020
296,5,9,2020
6029,5,9,2020
5893,5,9,2020
10225,13,9,2024
7737,13,9,2024
10174,13,9,2024
7922,13,9,2024
3717,5,9,2020
12731,13,9,2024
3432,5,9,2020
12798,13,9,2024
11405,13,9,2024
8517,13,9,2024
12509,13,9,2024
6826,13,9,2024
5890,5,9,2020
12634,13,9,2024
5496,5,9,2020
6179,5,9,2020
5874,5,9,2020
2336,5,9,2020
7342,13,9,2024
3714,5,9,2020
3270,5,9,2020
8074,13,9,2024
7643,13,9,2024
890,5,9,2020
4847,5,9,2020
1404,5,9,2020
7124,13,9,2024
9791,13,9,2024
3092,5,9,2020
2949,5,9,2020
1955,5,9,2020
8935,13,9,2024
8298,13,9,2024
993,5,9,2020
14,5,9,2020
1221,5,9,2020
1421,5,9,2020
8726,13,9,2024
11159,13,9,2024
11900,13,9,2024
2095,5,9,2020
1096,5,9,2020
182,5,9,2020
3420,5,9,2020
5793,5,9,2020
12557,13,9,2024
7954,13,9,2024
6530,13,9,2024
2734,5,9,2020
8777,13,9,2024
9272,13,9,2024
11126,13,9,2024
5791,5,9,2020
10475,13,9,2024
5009,5,9,2020
960,5,9,2020
1532,5,9,2020
2352,5,9,2020
3756,5,9,2020
12912,13,9,2024
11918,13,9,2024
5548,5,9,2020
7307,13,9,2024
6559,13,9,2024
4016,5,9,2020
8858,13,9,2024
6670,13,9,2024
6777,13,9,2024
8402,13,9,2024
2629,5,9,2020
4905,5,9,2020
2163,5,9,2020
6998,13,9,2024
6943,13,9,2024
6231,5,9,2020
4063,5,9,2020
5446,5,9,2020
4741,5,9,2020
10183,13,9,2024
12130,13,9,2024
6098,5,9,2020
12573,13,9,2024
10632,13,9,2024
456,5,9,2020
8720,13,9,2024
5930,5,9,2020
6707,13,9,2024
12101,13,9,2024
10580,13,9,2024
10085,13,9,2024
2195,5,9,2020
11856,13,9,2024
10826,13,9,2024
12472,13,9,2024
10033,13,9,2024
4789,5,9,2020
7578,13,9,2024
1934,5,9,2020
1203,5,9,2020
11714,13,9,2024
8036,13,9,2024
8695,13,9,2024
7732,13,9,2024
4061,5,9,2020
720,5,9,2020
3806,5,9,2020
2790,5,9,2020
448,5,9,2020
12768,13,9,2024
5163,5,9,2020
3817,5,9,2020
5164,5,9,2020
4359,5,9,2020
8618,13,9,2024
2527,5,9,2020
3716,5,9,2020
5560,5,9,2020
3764,5,9,2020
3678,5,9,2020
3790,5,9,2020
2215,5,9,2020
10334,13,9,2024
3528,5,9,2020
12339,13,9,2024
2648,5,9,2020
11487,13,9,2024
11986,13,9,2024
6073,5,9,2020
7657,13,9,2024
5339,5,9,2020
1658,5,9,2020
9171,13,9,2024
10361,13,9,2024
11131,13,9,2024
6009,5,9,2020
5591,5,9,2020
5176,5,9,2020
4028,5,9,2020
4705,5,9,2020
4319,5,9,2020
2684,5,9,2020
6922,13,9,2024
7201,13,9,2024
10503,13,9,2024
11302,13,9,2024
12760,13,9,2024
709,5,9,2020
2822,5,9,2020
11642,13,9,2024
7070,13,9,2024
1403,5,9,2020
8615,13,9,2024
6398,5,9,2020
452,5,9,2020
1348,5,9,2020
11271,13,9,2024
1436,5,9,2020
5503,5,9,2020
4258,5,9,2020
925,5,9,2020
10828,13,9,2024
11519,13,9,2024
10798,13,9,2024
10736,13,9,2024
5837,5,9,2020
1850,5,9,2020
1241,5,9,2020
9399,13,9,2024
635,5,9,2020
8106,13,9,2024
12023,13,9,2024
5467,5,9,2020
7753,13,9,2024
137,5,9,2020
12926,13,9,2024
4361,5,9,2020
7848,13,9,2024
11311,13,9,2024
9795,13,9,2024
12593,13,9,2024
7665,13,9,2024
5696,5,9,2020
1492,5,9,2020
9075,13,9,2024
8026,13,9,2024
10143,13,9,2024
4716,5,9,2020
5899,5,9,2020
1271,5,9,2020
9468,13,9,2024
2921,5,9,2020
8714,13,9,2024
2753,5,9,2020
2180,5,9,2020
3479,5,9,2020
4539,5,9,2020
753,5,9,2020
4629,5,9,2020
5975,5,9,2020
2825,5,9,2020
12378,13,9,2024
862,5,9,2020
10872,13,9,2024
3801,5,9,2020
2120,5,9,2020
7470,13,9,2024
5643,5,9,2020
12328,13,9,2024
7984,13,9,2024
9510,13,9,2024
4738,5,9,2020
10121,13,9,2024
5507,5,9,2020
1279,5,9,2020
10130,13,9,2024
4402,5,9,2020
74,5,9,2020
11741,13,9,2024
8708,13,9,2024
7568,13,9,2024
12068,13,9,2024
9716,13,9,2024
5135,5,9,2020
4139,5,9,2020
2851,5,9,2020
3671,5,9,2020
6914,13,9,2024
4219,5,9,2020
11335,13,9,2024
3698,5,9,2020
5305,5,9,2020
10777,13,9,2024
9788,13,9,2024
4643,5,9,2020
4026,5,9,2020
10865,13,9,2024
4604,5,9,2020
6845,13,9,2024
3993,5,9,2020
11498,13,9,2024
5299,5,9,2020
3959,5,9,2020
11908,13,9,2024
3410,5,9,2020
11124,13,9,2024
566,5,9,2020
4540,5,9,2020
637,5,9,2020
707,5,9,2020
7370,13,9,2024
6146,5,9,2020
9948,13,9,2024
6249,5,9,2020
7796,13,9,2024
11693,13,9,2024
12963,13,9,2024
2167,5,9,2020
1373,5,9,2020
7286,13,9,2024
11301,13,9,2024
4345,5,9,2020
10274,13,9,2024
6666,13,9,2024
3322,5,9,2020
3803,5,9,2020
8511,13,9,2024
6183,5,9,2020
17,5,9,2020
4682,5,9,2020
8261,13,9,2024
13,5,9,2020
7333,13,9,2024
2183,5,9,2020
12582,13,9,2024
11782,13,9,2024
7122,13,9,2024
550,5,9,2020
9883,13,9,2024
8162,13,9,2024
2061,5,9,2020
9334,13,9,2024
10845,13,9,2024
1487,5,9,2020
9050,13,9,2024
2503,5,9,2020
10168,13,9,2024
6485,5,9,2020
2487,5,9,2020
3955,5,9,2020
12718,13,9,2024
9668,13,9,2024
210,5,9,2020
6422,5,9,2020
5692,5,9,2020
9556,13,9,2024
1705,5,9,2020
10375,13,9,2024
9903,13,9,2024
8919,13,9,2024
773,5,9,2020
12771,13,9,2024
8970,13,9,2024
3871,5,9,2020
10283,13,9,2024
8055,13,9,2024
2948,5,9,2020
8388,13,9,2024
2109,5,9,2020
1355,5,9,2020
131,5,9,2020
10288,13,9,2024
2944,5,9,2020
10055,13,9,2024
6709,13,9,2024
3058,5,9,2020
34,5,9,2020
6541,13,9,2024
5064,5,9,2020
8295,13,9,2024
6547,13,9,2024
10651,13,9,2024
8172,13,9,2024
7056,13,9,2024
2640,5,9,2020
9618,13,9,2024
9721,13,9,2024
4697,5,9,2020
11863,13,9,2024
9413,13,9,2024
1707,5,9,2020
9507,13,9,2024
9596,13,9,2024
9550,13,9,2024
12005,13,9,2024
8933,13,9,2024
5491,5,9,2020
6426,5,9,2020
1735,5,9,2020
10660,13,9,2024
8197,13,9,2024
9345,13,9,2024
1071,5,9,2020
7925,13,9,2024
6698,13,9,2024
5233,5,9,2020
4530,5,9,2020
4098,5,9,2020
11547,13,9,2024
10075,13,9,2024
1208,5,9,2020
6802,13,9,2024
8032,13,9,2024
2489,5,9,2020
11997,13,9,2024
9090,13,9,2024
11257,13,9,2024
7273,13,9,2024
4759,5,9,2020
8954,13,9,2024
3045,5,9,2020
12928,13,9,2024
892,5,9,2020
581,5,9,2020
6733,13,9,2024
4443,5,9,2020
8134,13,9,2024
2445,5,9,2020
5594,5,9,2020
1791,5,9,2020
10137,13,9,2024
8545,13,9,2024
8867,13,9,2024
8894,13,9,2024
8941,13,9,2024
2436,5,9,2020
12162,13,9,2024
9540,13,9,2024
10573,13,9,2024
9473,13,9,2024
6534,13,9,2024
6532,13,9,2024
8790,13,9,2024
11215,13,9,2024
2108,5,9,2020
2767,5,9,2020
4879,5,9,2020
4744,5,9,2020
10450,13,9,2024
5229,5,9,2020
4305,5,9,2020
12417,13,9,2024
7218,13,9,2024
5454,5,9,2020
8994,13,9,2024
3879,5,9,2020
186,5,9,2020
3941,5,9,2020
9071,13,9,2024
9825,13,9,2024
11692,13,9,2024
11624,13,9,2024
11697,13,9,2024
7149,13,9,2024
5320,5,9,2020
11800,13,9,2024
8789,13,9,2024
1475,5,9,2020
12675,13,9,2024
3029,5,9,2020
10775,13,9,2024
4689,5,9,2020
11410,13,9,2024
12250,13,9,2024
8470,13,9,2024
2643,5,9,2020
2126,5,9,2020
2459,5,9,2020
4793,5,9,2020
3293,5,9,2020
12777,13,9,2024
9332,13,9,2024
3004,5,9,2020
9697,13,9,2024
8703,13,9,2024
2284,5,9,2020
9750,13,9,2024
5245,5,9,2020
12753,13,9,2024
8893,13,9,2024
1335,5,9,2020
1287,5,9,2020
4045,5,9,2020
9084,13,9,2024
239,5,9,2020
11293,13,9,2024
8123,13,9,2024
4692,5,9,2020
2592,5,9,2020
8588,13,9,2024
9343,13,9,2024
5539,5,9,2020
9015,13,9,2024
3590,5,9,2020
11178,13,9,2024
3129,5,9,2020
12864,13,9,2024
4179,5,9,2020
4916,5,9,2020
5080,5,9,2020
6401,5,9,2020
