rowid,product_id,customer_id,price,total_price
364,6004,76174,2190,6570
365,8494,16497,1342,5368
366,8024,70243,4506,4506
367,8680,82963,4408,13224
368,8146,37332,2768,8304
369,7764,60090,3278,9834
370,7767,61886,1189,5945
371,8156,3049,2011,10055
372,8071,9170,3861,7722
373,5643,24171,1619,8095
374,8546,53474,2708,8124
375,7132,24836,1784,8920
376,6124,9815,4801,14403
377,6724,49994,4622,13866
378,8802,69200,3567,3567
379,6221,39616,3362,10086
380,7129,48960,3625,3625
381,5639,46775,2579,10316
382,7698,81437,3114,12456
383,6940,80369,1889,9445
384,6891,65424,4238,4238
385,7857,79853,367,734
386,5921,50578,2576,7728
387,6377,45126,79,395
388,7593,63401,4700,18800
389,6412,21868,938,4690
390,8529,25673,3745,11235
391,7837,29745,2178,6534
392,7212,8732,2316,6948
393,8282,5479,4133,20665
394,8624,88407,3573,14292
395,5624,71829,1621,6484
396,7761,75902,4701,9402
397,8071,38559,3861,3861
398,7804,76481,1517,7585
399,8820,40268,3202,6404
400,6036,13759,1337,6685
401,5844,6208,136,272
402,7698,81437,3114,12456
403,5639,46775,2579,10316
404,7129,48960,3625,3625
405,6221,39616,3362,10086
406,8802,69200,3567,3567
407,6724,49994,4622,13866
408,6124,9815,4801,14403
409,7132,24836,1784,8920
410,8546,53474,2708,8124
411,5643,24171,1619,8095
412,8071,9170,3861,7722
413,8156,3049,2011,10055
414,7767,61886,1189,5945
415,7764,60090,3278,9834
416,8146,37332,2768,8304
417,8680,82963,4408,13224
418,8024,70243,4506,4506
419,8494,16497,1342,5368
420,6004,76174,2190,6570
421,7755,56752,226,1130
422,5963,240,1205,3615
423,8589,88433,631,2524
424,7347,27837,314,314
425,6505,72604,1305,2610
426,8642,6162,984,3936
427,6554,58145,1889,9445
428,8034,86122,4335,13005
429,6622,2507,3803,3803
430,8302,33713,1229,4916
431,8036,78166,4206,12618
432,7516,7978,1937,1937
433,7009,70536,4850,14550
434,8932,2487,4842,14526
435,8882,85701,2126,6378
436,8943,11017,4946,4946
437,7073,2324,1763,8815
438,8370,68498,2061,2061
439,8587,59617,145,435
440,8888,21645,4433,17732
441,6774,27272,4844,14532
442,8906,50664,2709,10836
443,6940,80369,1889,9445
444,6891,65424,4238,4238
445,7857,79853,367,734
446,5921,50578,2576,7728
447,6377,45126,79,395
448,7593,63401,4700,18800
449,6412,21868,938,4690
450,8529,25673,3745,11235
451,7837,29745,2178,6534
452,7212,8732,2316,6948
453,8282,5479,4133,20665
454,8624,88407,3573,14292
455,5624,71829,1621,6484
456,7761,75902,4701,9402
457,8071,38559,3861,3861
458,7804,76481,1517,7585
459,8820,40268,3202,6404
460,6036,13759,1337,6685
461,5844,6208,136,272
462,7698,81437,3114,12456
463,5639,46775,2579,10316
464,7129,48960,3625,3625
465,8906,50664,2709,10836
466,6774,27272,4844,14532
467,8888,21645,4433,17732
468,8587,59617,145,435
469,8370,68498,2061,2061
470,7073,2324,1763,8815
471,8943,11017,4946,4946
472,8882,85701,2126,6378
473,8932,2487,4842,14526
474,7009,70536,4850,14550
475,7516,7978,1937,1937
476,8036,78166,4206,12618
477,8302,33713,1229,4916
478,6622,2507,3803,3803
479,8034,86122,4335,13005
480,6554,58145,1889,9445
481,8642,6162,984,3936
482,6505,72604,1305,2610
483,7347,27837,314,314
484,8589,88433,631,2524
485,5963,240,1205,3615
486,7755,56752,226,1130
487,6004,76174,2190,6570
488,8494,16497,1342,5368
489,8024,70243,4506,4506
490,8680,82963,4408,13224
491,8146,37332,2768,8304
492,7764,60090,3278,9834
493,7767,61886,1189,5945
494,8156,3049,2011,10055
495,8071,9170,3861,7722
496,5643,24171,1619,8095
497,8546,53474,2708,8124
498,7132,24836,1784,8920
499,6124,9815,4801,14403
500,6724,49994,4622,13866
501,8802,69200,3567,3567
502,6221,39616,3362,10086
503,8906,50664,2709,10836
504,6774,27272,4844,14532
505,8888,21645,4433,17732
506,8587,59617,145,435
507,8370,68498,2061,2061
508,7073,2324,1763,8815
509,8943,11017,4946,4946
510,8882,85701,2126,6378
511,8932,2487,4842,14526
512,7009,70536,4850,14550
513,8036,78166,4206,12618
514,8302,33713,1229,4916
515,6622,2507,3803,3803
516,8034,86122,4335,13005
517,6554,58145,1889,9445
518,8642,6162,984,3936
519,6505,72604,1305,2610
520,7347,27837,314,314
521,8589,88433,631,2524
522,5963,240,1205,3615
523,7755,56752,226,1130
524,6004,76174,2190,6570
525,8494,16497,1342,5368
526,8024,70243,4506,4506
527,8680,82963,4408,13224
528,8146,37332,2768,8304
529,7764,60090,3278,9834
530,7767,61886,1189,5945
531,8156,3049,2011,10055
532,8071,9170,3861,7722
533,5643,24171,1619,8095
534,8546,53474,2708,8124
535,7132,24836,1784,8920
536,6124,9815,4801,14403
537,6724,49994,4622,13866
538,8802,69200,3567,3567
539,6221,39616,3362,10086
540,7129,48960,3625,3625
541,5639,46775,2579,10316
542,7698,81437,3114,12456
543,5844,6208,136,272
544,6036,13759,1337,6685
545,8820,40268,3202,6404
546,7804,76481,1517,7585
547,8071,38559,3861,3861
548,7761,75902,4701,9402
549,5624,71829,1621,6484
550,8624,88407,3573,14292
551,8282,5479,4133,20665
552,7212,8732,2316,6948
553,7837,29745,2178,6534
554,8529,25673,3745,11235
555,6412,21868,938,4690
556,7593,63401,4700,18800
557,6377,45126,79,395
558,5921,50578,2576,7728
559,7857,79853,367,734
560,6891,65424,4238,4238
561,6940,80369,1889,9445
562,5844,6208,136,272
563,6036,13759,1337,6685
564,8820,40268,3202,6404
565,7804,76481,1517,7585
566,8071,38559,3861,3861
567,7761,75902,4701,9402
568,5624,71829,1621,6484
569,8624,88407,3573,14292
570,8282,5479,4133,20665
571,7212,8732,2316,6948
572,7837,29745,2178,6534
573,8529,25673,3745,11235
574,6412,21868,938,4690
575,7593,63401,4700,18800
576,6377,45126,79,395
577,5921,50578,2576,7728
578,7857,79853,367,734
579,6891,65424,4238,4238
580,6940,80369,1889,9445
581,7713,43921,2808,8424
582,5932,16487,2691,8073
583,7165,36285,3318,3318
584,7857,26657,367,1468
585,8796,14373,528,1584
586,7196,63944,4862,9724
587,8782,7027,695,695
588,5932,50839,2691,13455
589,7321,86017,4010,4010
590,8467,32873,4853,14559
591,8556,61871,1665,8325
592,7590,73578,3841,19205
593,7351,73012,565,565
594,7928,45119,3451,17255
595,8053,82366,353,1765
596,6561,60895,2583,10332
597,5868,38563,3927,11781
598,8064,42492,58,58
599,6963,63818,3423,10269
600,5725,86592,1304,3912
601,7713,43921,2808,8424
602,5932,16487,2691,8073
603,7165,36285,3318,3318
604,7857,26657,367,1468
605,8796,14373,528,1584
606,7196,63944,4862,9724
607,8782,7027,695,695
608,5932,50839,2691,13455
609,8284,59602,4455,13365
610,7306,58197,86,172
611,6302,64772,1717,3434
612,6591,15949,709,709
613,8024,79194,4506,4506
614,6903,84329,1002,3006
615,6057,79754,2503,12515
616,8512,86294,3430,13720
617,6127,33807,4621,9242
618,8476,53238,4538,18152
619,7761,48008,4701,14103
620,6058,41057,57,57
621,7840,75274,3143,3143
622,5978,3300,2718,10872
623,7071,77941,1727,1727
624,8624,35149,3573,17865
625,8238,81136,648,1944
626,8837,35078,2701,2701
627,8116,57717,424,848
628,6267,49438,2748,2748
629,6503,30851,4635,23175
630,7321,86017,4010,4010
631,7228,757,3375,13500
632,7577,43176,3137,6274
633,8924,75079,2221,6663
634,5943,17587,951,1902
635,5714,46464,1845,9225
636,5932,37240,2691,13455
637,8088,79350,3984,11952
638,6647,43976,3909,3909
639,8905,54998,1045,3135
640,5956,7565,2731,10924
641,8215,21205,2819,11276
642,5681,8428,1062,2124
643,5820,85882,510,1020
644,5883,17993,113,452
645,8773,55496,2289,4578
646,7873,89838,3820,11460
647,7266,76670,370,370
648,7317,14764,4048,20240
649,8414,84880,3262,3262
650,8284,59602,4455,13365
651,7306,58197,86,172
652,6302,64772,1717,3434
653,6591,15949,709,709
654,8024,79194,4506,4506
655,6903,84329,1002,3006
656,6057,79754,2503,12515
657,8512,86294,3430,13720
658,6127,33807,4621,9242
659,8476,53238,4538,18152
660,8088,79350,3984,11952
661,7761,48008,4701,14103
662,6058,41057,57,57
663,7840,75274,3143,3143
664,5978,3300,2718,10872
665,7071,77941,1727,1727
666,8624,35149,3573,17865
667,8238,81136,648,1944
668,8837,35078,2701,2701
669,8116,57717,424,848
670,8414,84880,3262,3262
671,7317,14764,4048,20240
672,7266,76670,370,370
673,7873,89838,3820,11460
674,8773,55496,2289,4578
675,5883,17993,113,452
676,5820,85882,510,1020
677,5681,8428,1062,2124
678,8215,21205,2819,11276
679,5956,7565,2731,10924
680,8905,54998,1045,3135
681,6647,43976,3909,3909
682,8467,32873,4853,14559
683,8556,61871,1665,8325
684,7590,73578,3841,19205
685,7351,73012,565,565
686,7928,45119,3451,17255
687,8053,82366,353,1765
688,6561,60895,2583,10332
689,5868,38563,3927,11781
690,8064,42492,58,58
691,6963,63818,3423,10269
692,5725,86592,1304,3912
693,7713,43921,2808,8424
694,5932,16487,2691,8073
695,7165,36285,3318,3318
696,7857,26657,367,1468
697,8796,14373,528,1584
698,7196,63944,4862,9724
699,8782,7027,695,695
700,5932,50839,2691,13455
701,8284,59602,4455,13365
702,7306,58197,86,172
703,6302,64772,1717,3434
704,6591,15949,709,709
705,8024,79194,4506,4506
706,6903,84329,1002,3006
707,6057,79754,2503,12515
708,8512,86294,3430,13720
709,6127,33807,4621,9242
710,7928,45119,3451,17255
711,8053,82366,353,1765
712,6561,60895,2583,10332
713,5868,38563,3927,11781
714,8064,42492,58,58
715,6963,63818,3423,10269
716,5725,86592,1304,3912
717,7713,43921,2808,8424
718,5932,16487,2691,8073
719,7165,36285,3318,3318
720,7857,26657,367,1468
721,8796,14373,528,1584
722,7196,63944,4862,9724
723,8782,7027,695,695
724,5932,50839,2691,13455
725,8284,59602,4455,13365
726,7306,58197,86,172
727,6302,64772,1717,3434
728,6591,15949,709,709
729,8024,79194,4506,4506
730,6903,84329,1002,3006
731,6057,79754,2503,12515
732,8512,86294,3430,13720
733,6127,33807,4621,9242
734,8476,53238,4538,18152
735,7761,48008,4701,14103
736,6058,41057,57,57
737,7840,75274,3143,3143
738,5978,3300,2718,10872
739,7071,77941,1727,1727
740,8624,35149,3573,17865
741,8238,81136,648,1944
742,8837,35078,2701,2701
743,7713,43921,2808,8424
744,5725,86592,1304,3912
745,6963,63818,3423,10269
746,8064,42492,58,58
747,5868,38563,3927,11781
748,6561,60895,2583,10332
749,8053,82366,353,1765
750,7928,45119,3451,17255
751,7351,73012,565,565
752,7590,73578,3841,19205
753,8556,61871,1665,8325
754,8467,32873,4853,14559
755,6267,49438,2748,2748
756,6503,30851,4635,23175
757,7321,86017,4010,4010
758,7228,757,3375,13500
759,7577,43176,3137,6274
760,5932,16487,2691,8073
761,7165,36285,3318,3318
762,7857,26657,367,1468
763,8796,14373,528,1584
764,7196,63944,4862,9724
765,8782,7027,695,695
766,5932,50839,2691,13455
767,8284,59602,4455,13365
768,7306,58197,86,172
769,6302,64772,1717,3434
770,6591,15949,709,709
771,8024,79194,4506,4506
772,6903,84329,1002,3006
773,6057,79754,2503,12515
774,8512,86294,3430,13720
775,6127,33807,4621,9242
776,8476,53238,4538,18152
777,7761,48008,4701,14103
778,6058,41057,57,57
779,7840,75274,3143,3143
780,5978,3300,2718,10872
781,7071,77941,1727,1727
782,8624,35149,3573,17865
783,8238,81136,648,1944
784,8837,35078,2701,2701
785,8116,57717,424,848
786,6267,49438,2748,2748
787,6503,30851,4635,23175
788,7321,86017,4010,4010
789,7228,757,3375,13500
790,7577,43176,3137,6274
791,8924,75079,2221,6663
792,5943,17587,951,1902
793,5714,46464,1845,9225
794,5932,37240,2691,13455
795,8088,79350,3984,11952
796,6647,43976,3909,3909
797,8905,54998,1045,3135
798,8116,57717,424,848
799,6267,49438,2748,2748
800,6503,30851,4635,23175
801,8414,84880,3262,3262
802,7317,14764,4048,20240
803,7266,76670,370,370
804,7873,89838,3820,11460
805,8773,55496,2289,4578
806,5883,17993,113,452
807,5820,85882,510,1020
808,5681,8428,1062,2124
809,8215,21205,2819,11276
810,5956,7565,2731,10924
811,8905,54998,1045,3135
812,6647,43976,3909,3909
813,8088,79350,3984,11952
814,5932,37240,2691,13455
815,5714,46464,1845,9225
816,5943,17587,951,1902
817,8924,75079,2221,6663
818,7577,43176,3137,6274
819,7228,757,3375,13500
820,5956,7565,2731,10924
821,8215,21205,2819,11276
822,5681,8428,1062,2124
823,5820,85882,510,1020
824,5883,17993,113,452
825,8773,55496,2289,4578
826,7873,89838,3820,11460
827,7266,76670,370,370
828,7317,14764,4048,20240
829,8414,84880,3262,3262
830,8467,32873,4853,14559
831,8556,61871,1665,8325
832,7590,73578,3841,19205
833,7351,73012,565,565
834,8924,75079,2221,6663
835,5943,17587,951,1902
836,5714,46464,1845,9225
837,5932,37240,2691,13455
838,8088,79350,3984,11952
839,6647,43976,3909,3909
840,8905,54998,1045,3135
841,5956,7565,2731,10924
842,8215,21205,2819,11276
843,5681,8428,1062,2124
844,5820,85882,510,1020
845,5883,17993,113,452
846,8773,55496,2289,4578
847,7873,89838,3820,11460
848,7266,76670,370,370
849,7317,14764,4048,20240
850,8414,84880,3262,3262
851,8467,32873,4853,14559
852,8556,61871,1665,8325
853,7590,73578,3841,19205
854,7351,73012,565,565
855,7928,45119,3451,17255
856,8053,82366,353,1765
857,6561,60895,2583,10332
858,5868,38563,3927,11781
859,8064,42492,58,58
860,8476,53238,4538,18152
861,7761,48008,4701,14103
862,6058,41057,57,57
863,7840,75274,3143,3143
864,5978,3300,2718,10872
865,7071,77941,1727,1727
866,8624,35149,3573,17865
867,8238,81136,648,1944
868,8837,35078,2701,2701
869,8116,57717,424,848
870,6267,49438,2748,2748
871,6503,30851,4635,23175
872,7321,86017,4010,4010
873,7228,757,3375,13500
874,7577,43176,3137,6274
875,8924,75079,2221,6663
876,5943,17587,951,1902
877,5714,46464,1845,9225
878,5932,37240,2691,13455
879,6963,63818,3423,10269
880,5725,86592,1304,3912
881,8307,34786,2630,2630
882,6245,83716,527,2635
883,7765,75574,100,300
884,7864,29332,1471,5884
885,8844,439,3496,3496
886,8698,24926,90,360
887,7980,39264,88,176
888,6243,16839,4033,12099
889,7994,31023,2176,10880
890,6259,30488,4028,12084
891,7977,5945,4157,20785
892,7241,12238,993,3972
893,6707,68476,4743,9486
894,6646,10875,2428,7284
895,6570,49822,446,2230
896,6090,32918,1292,1292
897,7761,59624,4701,14103
898,6829,12657,2230,2230
899,6756,89175,1240,3720
900,5725,63251,1304,5216
901,8307,34786,2630,2630
902,5787,11617,3832,15328
903,5643,17490,1619,4857
904,8567,29429,1313,3939
905,8301,42080,1594,6376
906,8129,31307,3468,17340
907,7141,18007,1787,1787
908,5982,59099,2838,5676
909,7317,21202,4048,12144
910,6589,57788,529,2116
911,7972,41273,2769,2769
912,8531,69299,1377,2754
913,8969,16994,4612,18448
914,7520,88385,4711,23555
915,7344,83368,3945,3945
916,7496,43629,2331,2331
917,7850,36530,164,328
918,8158,36462,2310,4620
919,7612,13379,239,239
920,7098,52526,3803,15212
921,8424,12659,2781,8343
922,6087,3149,2008,8032
923,6732,34099,4706,23530
924,6287,67651,2693,13465
925,8644,69733,1345,1345
926,7185,11094,3121,6242
927,7976,87891,3490,3490
928,5706,41367,317,1268
929,7543,68455,2012,10060
930,6323,87644,3461,3461
931,7687,78919,2285,11425
932,8404,20151,398,1592
933,8810,87066,2152,8608
934,6709,48897,702,2106
935,6257,39416,3964,7928
936,8539,27725,2420,2420
937,5943,47130,951,4755
938,8752,5352,3536,10608
939,8983,19155,3334,3334
940,6387,85901,3408,13632
941,7330,70720,4960,14880
942,7330,70720,4960,14880
943,6387,85901,3408,13632
944,8983,19155,3334,3334
945,8752,5352,3536,10608
946,5943,47130,951,4755
947,8539,27725,2420,2420
948,6257,39416,3964,7928
949,6709,48897,702,2106
950,8810,87066,2152,8608
951,8404,20151,398,1592
952,7687,78919,2285,11425
953,6323,87644,3461,3461
954,7543,68455,2012,10060
955,5706,41367,317,1268
956,7976,87891,3490,3490
957,7185,11094,3121,6242
958,8644,69733,1345,1345
959,6287,67651,2693,13465
960,6732,34099,4706,23530
961,6087,3149,2008,8032
962,8424,12659,2781,8343
963,7098,52526,3803,15212
964,7612,13379,239,239
965,8158,36462,2310,4620
966,7850,36530,164,328
967,7496,43629,2331,2331
968,7344,83368,3945,3945
969,7520,88385,4711,23555
970,8969,16994,4612,18448
971,8531,69299,1377,2754
972,7972,41273,2769,2769
973,6589,57788,529,2116
974,7317,21202,4048,12144
975,5982,59099,2838,5676
976,7141,18007,1787,1787
977,8129,31307,3468,17340
978,8301,42080,1594,6376
979,8567,29429,1313,3939
980,5643,17490,1619,4857
981,5787,11617,3832,15328
982,8307,34786,2630,2630
983,5725,63251,1304,5216
984,6756,89175,1240,3720
985,6829,12657,2230,2230
986,7761,59624,4701,14103
987,6090,32918,1292,1292
988,6570,49822,446,2230
989,6646,10875,2428,7284
990,6707,68476,4743,9486
991,7241,12238,993,3972
992,7977,5945,4157,20785
993,6259,30488,4028,12084
994,7994,31023,2176,10880
995,6243,16839,4033,12099
996,7980,39264,88,176
997,8698,24926,90,360
998,8844,439,3496,3496
999,7864,29332,1471,5884
1000,7765,75574,100,300
1001,6245,83716,527,2635
1002,7330,70720,4960,14880
1003,6387,85901,3408,13632
1004,8983,19155,3334,3334
1005,8752,5352,3536,10608
1006,5943,47130,951,4755
1007,8539,27725,2420,2420
1008,6257,39416,3964,7928
1009,6709,48897,702,2106
1010,8810,87066,2152,8608
1011,8404,20151,398,1592
1012,7687,78919,2285,11425
1013,6323,87644,3461,3461
1014,7543,68455,2012,10060
1015,5706,41367,317,1268
1016,7976,87891,3490,3490
1017,7185,11094,3121,6242
1018,8644,69733,1345,1345
1019,6287,67651,2693,13465
1020,6732,34099,4706,23530
1021,6087,3149,2008,8032
1022,8424,12659,2781,8343
1023,7098,52526,3803,15212
1024,7612,13379,239,239
1025,8158,36462,2310,4620
1026,7850,36530,164,328
1027,7496,43629,2331,2331
1028,7344,83368,3945,3945
1029,7520,88385,4711,23555
1030,8969,16994,4612,18448
1031,8531,69299,1377,2754
1032,7972,41273,2769,2769
1033,6589,57788,529,2116
1034,7317,21202,4048,12144
1035,5982,59099,2838,5676
1036,7141,18007,1787,1787
1037,8129,31307,3468,17340
1038,8301,42080,1594,6376
1039,8567,29429,1313,3939
1040,5643,17490,1619,4857
1041,5787,11617,3832,15328
1042,8307,34786,2630,2630
1043,5725,63251,1304,5216
1044,6756,89175,1240,3720
1045,6245,83716,527,2635
1046,7765,75574,100,300
1047,7864,29332,1471,5884
1048,8844,439,3496,3496
1049,8698,24926,90,360
1050,7980,39264,88,176
1051,6243,16839,4033,12099
1052,7994,31023,2176,10880
1053,6259,30488,4028,12084
1054,7977,5945,4157,20785
1055,7241,12238,993,3972
1056,6707,68476,4743,9486
1057,6646,10875,2428,7284
1058,6570,49822,446,2230
1059,6090,32918,1292,1292
1060,7761,59624,4701,14103
1061,6829,12657,2230,2230
1062,6756,89175,1240,3720
1063,5725,63251,1304,5216
1064,5787,11617,3832,15328
1065,5643,17490,1619,4857
1066,8567,29429,1313,3939
1067,8301,42080,1594,6376
1068,8129,31307,3468,17340
1069,7141,18007,1787,1787
1070,5982,59099,2838,5676
1071,7317,21202,4048,12144
1072,6589,57788,529,2116
1073,7972,41273,2769,2769
1074,8531,69299,1377,2754
1075,8969,16994,4612,18448
1076,7520,88385,4711,23555
1077,7344,83368,3945,3945
1078,7496,43629,2331,2331
1079,7850,36530,164,328
1080,8158,36462,2310,4620
1081,7612,13379,239,239
1082,7098,52526,3803,15212
1083,8424,12659,2781,8343
1084,6087,3149,2008,8032
1085,6732,34099,4706,23530
1086,6287,67651,2693,13465
1087,8644,69733,1345,1345
1088,7185,11094,3121,6242
1089,7976,87891,3490,3490
1090,5706,41367,317,1268
1091,7543,68455,2012,10060
1092,6323,87644,3461,3461
1093,7687,78919,2285,11425
1094,8404,20151,398,1592
1095,8810,87066,2152,8608
1096,6709,48897,702,2106
1097,6257,39416,3964,7928
1098,8539,27725,2420,2420
1099,5943,47130,951,4755
1100,8752,5352,3536,10608
1101,8983,19155,3334,3334
1102,6387,85901,3408,13632
1103,7330,70720,4960,14880
1104,6829,12657,2230,2230
1105,7761,59624,4701,14103
1106,6090,32918,1292,1292
1107,6570,49822,446,2230
1108,6646,10875,2428,7284
1109,6707,68476,4743,9486
1110,7241,12238,993,3972
1111,7977,5945,4157,20785
1112,6259,30488,4028,12084
1113,7994,31023,2176,10880
1114,6243,16839,4033,12099
1115,7980,39264,88,176
1116,8698,24926,90,360
1117,8844,439,3496,3496
1118,7864,29332,1471,5884
1119,7765,75574,100,300
1120,6245,83716,527,2635
1121,7330,70720,4960,14880
1122,6387,85901,3408,13632
1123,8983,19155,3334,3334
1124,8752,5352,3536,10608
1125,5943,47130,951,4755
1126,8539,27725,2420,2420
1127,6257,39416,3964,7928
1128,6709,48897,702,2106
1129,8810,87066,2152,8608
1130,8404,20151,398,1592
1131,7687,78919,2285,11425
1132,6323,87644,3461,3461
1133,7543,68455,2012,10060
1134,5706,41367,317,1268
1135,7976,87891,3490,3490
1136,7185,11094,3121,6242
1137,8644,69733,1345,1345
1138,6287,67651,2693,13465
1139,6732,34099,4706,23530
1140,6087,3149,2008,8032
1141,8424,12659,2781,8343
1142,7098,52526,3803,15212
1143,7612,13379,239,239
1144,8158,36462,2310,4620
1145,7850,36530,164,328
1146,7496,43629,2331,2331
1147,7344,83368,3945,3945
1148,7520,88385,4711,23555
1149,8969,16994,4612,18448
1150,8531,69299,1377,2754
1151,7972,41273,2769,2769
1152,6589,57788,529,2116
1153,7317,21202,4048,12144
1154,5982,59099,2838,5676
1155,7141,18007,1787,1787
1156,8129,31307,3468,17340
1157,8301,42080,1594,6376
1158,8567,29429,1313,3939
1159,5643,17490,1619,4857
1160,5787,11617,3832,15328
1161,8307,34786,2630,2630
1162,5725,63251,1304,5216
1163,6756,89175,1240,3720
1164,6829,12657,2230,2230
1165,7761,59624,4701,14103
1166,6090,32918,1292,1292
1167,6570,49822,446,2230
1168,6646,10875,2428,7284
1169,6707,68476,4743,9486
1170,7241,12238,993,3972
1171,7977,5945,4157,20785
1172,6259,30488,4028,12084
1173,7994,31023,2176,10880
1174,6243,16839,4033,12099
1175,7980,39264,88,176
1176,8698,24926,90,360
1177,8844,439,3496,3496
1178,7864,29332,1471,5884
1179,7765,75574,100,300
1180,6245,83716,527,2635
1181,8453,28314,140,700
1182,7891,15090,4654,13962
1183,8884,1563,2267,9068
1184,5937,16614,4161,16644
1185,6247,1020,1536,1536
1186,5869,2255,3180,6360
1187,8765,73197,4348,4348
1188,8422,75237,4346,13038
1189,7158,32537,2557,2557
1190,7619,53728,3579,7158
1191,7030,87344,2933,11732
1192,8832,1411,4837,4837
1193,8885,3952,2901,14505
1194,6556,81053,2044,10220
1195,5611,60205,1544,6176
1196,8326,17783,925,1850
1197,7355,77610,1958,9790
1198,6712,62814,1617,1617
1199,7177,40828,4331,17324
1200,6946,41910,1061,3183
1201,6595,72740,3443,13772
1202,8195,37876,1374,1374
1203,8950,61667,897,3588
1204,7658,59521,4488,4488
1205,5958,41429,2683,13415
1206,6247,1020,1536,1536
1207,5869,2255,3180,6360
1208,8765,73197,4348,4348
1209,7158,32537,2557,2557
1210,7619,53728,3579,7158
1211,7030,87344,2933,11732
1212,8832,1411,4837,4837
1213,8885,3952,2901,14505
1214,6556,81053,2044,10220
1215,5611,60205,1544,6176
1216,8326,17783,925,1850
1217,7355,77610,1958,9790
1218,6712,62814,1617,1617
1219,7177,40828,4331,17324
1220,6946,41910,1061,3183
1221,6595,72740,3443,13772
1222,8195,37876,1374,1374
1223,8950,61667,897,3588
1224,7658,59521,4488,4488
1225,5958,41429,2683,13415
1226,5911,17578,4555,13665
1227,8168,63524,4789,19156
1228,8427,62399,1088,4352
1229,5958,41429,2683,13415
1230,7658,59521,4488,4488
1231,8950,61667,897,3588
1232,8195,37876,1374,1374
1233,6595,72740,3443,13772
1234,6946,41910,1061,3183
1235,7177,40828,4331,17324
1236,6712,62814,1617,1617
1237,7355,77610,1958,9790
1238,8326,17783,925,1850
1239,5611,60205,1544,6176
1240,6556,81053,2044,10220
1241,8885,3952,2901,14505
1242,8832,1411,4837,4837
1243,7030,87344,2933,11732
1244,7619,53728,3579,7158
1245,7158,32537,2557,2557
1246,8765,73197,4348,4348
1247,5869,2255,3180,6360
1248,6247,1020,1536,1536
1249,5937,16614,4161,16644
1250,8884,1563,2267,9068
1251,7891,15090,4654,13962
1252,8453,28314,140,700
1253,6569,77179,2718,8154
1254,7160,63748,2596,7788
1255,7153,72556,2136,4272
1256,7857,15914,367,1101
1257,8911,7633,4021,8042
1258,5784,59188,3415,17075
1259,8263,5488,935,2805
1260,8106,10227,769,3076
1261,8216,80706,621,2484
1262,5926,19166,1184,4736
1263,8199,82871,4634,13902
1264,5857,23099,1795,7180
1265,6292,46219,4698,18792
1266,8427,62399,1088,4352
1267,8168,63524,4789,19156
1268,5911,17578,4555,13665
1269,8749,79656,4418,8836
1270,6856,14092,125,250
1271,8671,85300,4108,20540
1272,8072,56637,1877,9385
1273,8995,42722,4320,21600
1274,8422,75237,4346,13038
1275,6050,11751,4182,16728
1276,7738,44078,3799,3799
1277,8058,18389,1164,2328
1278,8658,25899,3101,6202
1279,8417,64015,1882,7528
1280,6058,10497,57,114
1281,8025,65827,4688,9376
1282,7100,87522,2084,10420
1283,8558,11434,1760,3520
1284,6969,4865,1047,5235
1285,6746,37861,205,205
1286,6333,1990,1782,3564
1287,7832,76307,3238,12952
1288,6338,34533,1952,9760
1289,6050,11751,4182,16728
1290,6338,34533,1952,9760
1291,7738,44078,3799,3799
1292,8058,18389,1164,2328
1293,8658,25899,3101,6202
1294,8417,64015,1882,7528
1295,6058,10497,57,114
1296,8025,65827,4688,9376
1297,7100,87522,2084,10420
1298,8558,11434,1760,3520
1299,6969,4865,1047,5235
1300,6746,37861,205,205
1301,6333,1990,1782,3564
1302,7832,76307,3238,12952
1303,6338,34533,1952,9760
1304,8072,56637,1877,9385
1305,8995,42722,4320,21600
1306,6292,46219,4698,18792
1307,5857,23099,1795,7180
1308,8199,82871,4634,13902
1309,5926,19166,1184,4736
1310,8216,80706,621,2484
1311,8106,10227,769,3076
1312,8263,5488,935,2805
1313,5784,59188,3415,17075
1314,8911,7633,4021,8042
1315,7857,15914,367,1101
1316,7153,72556,2136,4272
1317,7160,63748,2596,7788
1318,6569,77179,2718,8154
1319,8453,28314,140,700
1320,7891,15090,4654,13962
1321,8884,1563,2267,9068
1322,5937,16614,4161,16644
1323,8422,75237,4346,13038
1324,6050,11751,4182,16728
1325,7738,44078,3799,3799
1326,8058,18389,1164,2328
1327,8658,25899,3101,6202
1328,8417,64015,1882,7528
1329,6058,10497,57,114
1330,8025,65827,4688,9376
1331,7100,87522,2084,10420
1332,8558,11434,1760,3520
1333,6969,4865,1047,5235
1334,6746,37861,205,205
1335,6333,1990,1782,3564
1336,7832,76307,3238,12952
1337,6338,34533,1952,9760
1338,8749,79656,4418,8836
1339,6856,14092,125,250
1340,8671,85300,4108,20540
1341,8765,73197,4348,4348
1342,5869,2255,3180,6360
1343,6247,1020,1536,1536
1344,5937,16614,4161,16644
1345,8884,1563,2267,9068
1346,7891,15090,4654,13962
1347,8453,28314,140,700
1348,6569,77179,2718,8154
1349,7160,63748,2596,7788
1350,7153,72556,2136,4272
1351,7857,15914,367,1101
1352,8911,7633,4021,8042
1353,5784,59188,3415,17075
1354,8263,5488,935,2805
1355,8106,10227,769,3076
1356,8216,80706,621,2484
1357,5926,19166,1184,4736
1358,8199,82871,4634,13902
